0,DATE,D0,D1,D2,D3,D4,-9,W0,W1,W2,W3,W4
0,d_18950101,0,0,0,0,0,100,0,0,0,0,0
0,d_18950201,0,0,0,0,0,100,0,0,0,0,0
0,d_18950301,0,0,0,0,0,100,0,0,0,0,0
0,d_18950401,0,0,0,0,0,100,0,0,0,0,0
0,d_18950501,0,0,0,0,0,100,0,0,0,0,0
0,d_18950601,0,0,0,0,0,100,0,0,0,0,0
0,d_18950701,0,0,0,0,0,100,0,0,0,0,0
0,d_18950801,0,0,0,0,0,100,0,0,0,0,0
22.6,d_18950901,77.5,63.9,53.6,48.9,41.4,0,0,0,0,0,0
7.8,d_18951001,92.2,83.8,62.3,56.1,48.5,0,0,0,0,0,0
7.6,d_18951101,92.4,82.4,61.4,55.7,48.3,0,0,0,0,0,0
13.3,d_18951201,86.8,66.8,54.6,47.5,32.4,0,0,0,0,0,0
31.3,d_18960101,68.4,58.1,47.5,36,13.3,0,0.3,0,0,0,0
9.3,d_18960201,90.7,82.2,62.9,55.2,36.8,0,0,0,0,0,0
11.2,d_18960301,88.8,79.8,59.5,47.5,19.9,0,0,0,0,0,0
25.1,d_18960401,67.6,46,11.2,0.1,0,0,7.4,2.2,0,0,0
64.8,d_18960501,13.9,1,0,0,0,0,21.2,13.5,4.1,0.5,0
78.1,d_18960601,13.4,1,0,0,0,0,8.6,2.9,0,0,0
78.3,d_18960701,0.5,0,0,0,0,0,21.2,4.8,0,0,0
90.4,d_18960801,2.2,0.5,0,0,0,0,7.4,0.7,0,0,0
80.4,d_18960901,6.3,2.6,0.2,0,0,0,13.3,1.3,0,0,0
81.3,d_18961001,5,1.3,0,0,0,0,13.6,0.8,0,0,0
43.8,d_18961101,0.5,0,0,0,0,0,55.8,22.4,0.3,0.1,0
44.6,d_18961201,1,0,0,0,0,0,54.4,17.1,0.1,0,0
62.3,d_18970101,13.3,6.4,0,0,0,0,24.4,3.2,0.2,0.1,0
76,d_18970201,18.5,10.8,0,0,0,0,5.4,1.7,0.1,0,0
63.2,d_18970301,8.2,0.6,0,0,0,0,28.4,8,0.3,0.1,0
56.6,d_18970401,4.9,0.2,0,0,0,0,38.4,16.4,1.6,0.1,0
70.8,d_18970501,5.1,2,0,0,0,0,24.1,6.2,0.1,0,0
41.3,d_18970601,1.4,0.1,0,0,0,0,57.3,30.1,2.9,0,0
42,d_18970701,2,0,0,0,0,0,55.9,33.7,7.6,2.6,0.4
73.7,d_18970801,14.6,1,0,0,0,0,11.9,8,1.7,0.1,0
62.1,d_18970901,28.3,2.5,0,0,0,0,9.5,5.1,0.6,0,0
30.2,d_18971001,62.5,41.9,3.2,0.4,0,0,7.4,3,0,0,0
17.3,d_18971101,80.3,50.5,4.5,0.8,0,0,2.5,0,0,0,0
12.2,d_18971201,87.8,82.1,8.4,2.9,0.2,0,0,0,0,0,0
12.9,d_18980101,86.2,78.7,9.5,2.4,0,0,0.9,0,0,0,0
36.9,d_18980201,57.9,20.8,0,0,0,0,5.1,1.1,0,0,0
20.3,d_18980301,76.8,45.6,10.1,0,0,0,2.9,0.2,0,0,0
11.4,d_18980401,88.6,65.7,39.8,16.9,0.3,0,0,0,0,0,0
21.5,d_18980501,78.7,62.8,42.2,21.3,1.5,0,0,0,0,0,0
31.6,d_18980601,66,52.9,34.5,20.4,1.2,0,2.4,0.3,0,0,0
24.2,d_18980701,70.9,58.2,39.5,30.9,16.8,0,5,1.6,0.1,0,0
26.4,d_18980801,65.2,53.2,35.8,25.9,8.7,0,8.2,2.2,0.4,0,0
22,d_18980901,76.4,66.3,43.1,33.1,17.5,0,1.6,0.6,0,0,0
46.4,d_18981001,51.7,36.8,11.6,0.9,0,0,1.9,0.4,0,0,0
38.4,d_18981101,60.9,43.2,18.2,5.3,0.2,0,0.5,0,0,0,0
13.8,d_18981201,86.2,63.1,31.5,16.5,2.3,0,0,0,0,0,0
18.1,d_18990101,81.9,61.7,21.7,10.5,1.6,0,0,0,0,0,0
16.9,d_18990201,83,53.9,12.1,3.1,0,0,0,0,0,0,0
26.8,d_18990301,73,36.5,3.4,0.1,0,0,0.2,0,0,0,0
50.8,d_18990401,46.6,8.8,0.6,0,0,0,2.7,0.5,0,0,0
71.1,d_18990501,20,6.9,0,0,0,0,8.7,0.4,0,0,0
27,d_18990601,4.6,2,0,0,0,0,68.4,57.8,19.7,10.6,1.7
60,d_18990701,12.8,6.4,0.7,0,0,0,27.2,8.5,0.6,0,0
57.6,d_18990801,12.7,7.2,1.4,0,0,0,29.7,18.6,2.1,0.3,0
64.5,d_18990901,12.2,5.5,0,0,0,0,23.3,11.2,0.5,0,0
53.1,d_18991001,10.6,4.1,0,0,0,0,36.3,18.6,2.4,0.2,0
59.8,d_18991101,17.7,7.5,0.4,0,0,0,22.4,10,0.7,0,0
61.2,d_18991201,17.3,6.7,0.3,0,0,0,21.5,9.3,1,0,0
50.4,d_19000101,20.2,5.6,0.2,0,0,0,29.4,13.4,1.1,0,0
58.5,d_19000201,23.2,5.9,0,0,0,0,18.2,4,0.1,0,0
46.4,d_19000301,51.3,33.5,5.7,0.7,0,0,2.3,0.3,0,0,0
33.1,d_19000401,46.6,35.5,16.2,6,0,0,20.3,5.3,0,0,0
17,d_19000501,83,55.7,24.1,13.9,0.9,0,0,0,0,0,0
5.5,d_19000601,94.6,83.2,46.4,31,15.2,0,0,0,0,0,0
54.4,d_19000701,34.7,18.5,2.2,0.1,0,0,10.9,5.2,0.3,0,0
57.1,d_19000801,4.6,0.5,0,0,0,0,38.3,20.1,3.2,1,0.1
36.2,d_19000901,3.7,0.3,0,0,0,0,60.1,46.9,22.6,6.5,0.8
22.4,d_19001001,0,0,0,0,0,0,77.5,66.9,54.3,45.5,24.1
26.9,d_19001101,0,0,0,0,0,0,73.1,62.8,49.7,37.4,13.5
28.2,d_19001201,0.2,0,0,0,0,0,71.5,62.6,48.8,37.1,12.3
28.4,d_19010101,0.1,0,0,0,0,0,71.4,62.6,49.4,37.4,8.8
18,d_19010201,0,0,0,0,0,0,81.9,69.6,59.1,52.1,37.8
0,d_19010301,0,0,0,0,0,0,100,95.9,74,65.9,57.5
29.5,d_19010401,0.7,0,0,0,0,0,69.7,64,51,39.3,22.5
22.7,d_19010501,19.1,10.2,1.7,0,0,0,58.3,51.7,34.6,15.3,3.3
43.7,d_19010601,23.4,18.8,7.6,1.1,0,0,33,13,0.1,0,0
32.5,d_19010701,66.4,46.9,25.2,14.8,5.4,0,1.1,0,0,0,0
22.4,d_19010801,77.3,61,33.9,23.4,17.5,0,0.3,0,0,0,0
41,d_19010901,58.8,42.7,22.7,18.9,11.8,0,0.2,0,0,0,0
53.1,d_19011001,46.6,26.7,19.6,16.2,8.6,0,0.4,0,0,0,0
46.9,d_19011101,52.8,31.1,21.3,18.4,13.7,0,0.3,0,0,0,0
23.2,d_19011201,76.9,52.8,26.6,21.9,17.1,0,0,0,0,0,0
49.7,d_19020101,50.4,31.6,21.5,17.9,12.1,0,0,0,0,0,0
64.8,d_19020201,33.3,24.6,19.4,15.4,8.4,0,1.9,0,0,0,0
43.9,d_19020301,54.6,28.5,17.7,10.4,4.6,0,1.5,0,0,0,0
21.6,d_19020401,78.4,62.4,31.8,22.1,10.6,0,0,0,0,0,0
44.1,d_19020501,38.8,25.6,6.2,1.1,0.1,0,17.1,12.2,4.8,1.7,0
45.8,d_19020601,43.4,35,22.8,7.2,0.4,0,10.8,6,0.5,0,0
27.8,d_19020701,30.9,21.8,4.4,0.7,0,0,41.3,31.4,9.6,3.3,0.3
30.6,d_19020801,30.6,23.7,7.3,1.2,0,0,38.8,23,3.5,0.6,0
33.2,d_19020901,31.6,18.8,8.7,1.4,0,0,35.3,18,2.6,0.6,0
35.2,d_19021001,31.7,18.2,8.5,1.6,0.1,0,33.1,16,1.1,0.2,0
43.6,d_19021101,19.3,13.2,2.4,0.2,0,0,37.1,16,0.8,0.1,0
33.6,d_19021201,12.6,7.1,0.3,0,0,0,53.9,35.1,2.7,0.5,0
30.8,d_19030101,12.8,8.3,0.2,0,0,0,56.5,38.5,5.6,1,0.1
67,d_19030201,11.7,4.1,0,0,0,0,21.2,3.6,0,0,0
60.8,d_19030301,1,0.2,0,0,0,0,38.2,14,2.1,0,0
52.3,d_19030401,25.5,6.7,0.1,0,0,0,22.2,9.2,0.2,0,0
36.7,d_19030501,0.1,0,0,0,0,0,63.2,54.3,30.7,12.7,1.3
42.2,d_19030601,11.6,0.6,0,0,0,0,46.1,28.5,9.3,0.2,0
27.6,d_19030701,0,0,0,0,0,0,72.4,60,35.7,20.1,9.3
0.4,d_19030801,0,0,0,0,0,0,99.6,90.6,54,25.4,7.3
4.7,d_19030901,0,0,0,0,0,0,95.4,80.1,53,35.9,13.5
3.6,d_19031001,0,0,0,0,0,0,96.3,83,52.8,35.9,14.3
12.1,d_19031101,0,0,0,0,0,0,87.8,72.7,41.6,27,4.2
25.4,d_19031201,0,0,0,0,0,0,74.5,60.2,31.9,19,0
31.2,d_19040101,0,0,0,0,0,0,68.8,51,26.2,12.2,0
54,d_19040201,1.6,0,0,0,0,0,44.4,29.6,10.4,0,0
13.6,d_19040301,0,0,0,0,0,0,86.5,68.3,34.7,21.9,1.1
57.6,d_19040401,0,0,0,0,0,0,42.3,26.7,4.4,0.1,0
60.5,d_19040501,13.9,7,0,0,0,0,25.7,5.6,0,0,0
49.8,d_19040601,48.4,23,8.9,5.8,0.3,0,1.8,0.3,0,0,0
35.6,d_19040701,60.6,38.9,8.8,5.4,1.1,0,3.7,1,0,0,0
39.2,d_19040801,55.3,22.9,5.6,2.8,0.3,0,5.5,1.6,0.1,0,0
63.9,d_19040901,19.5,7,2.4,1,0,0,16.9,9.1,2.1,0.9,0.1
43.7,d_19041001,8.4,4.4,0.9,0,0,0,47.8,26,9,3.9,1.3
64.5,d_19041101,14,8.6,2.5,0.8,0,0,21.4,12.1,2.8,1.1,0.2
59.6,d_19041201,16.1,11.1,3.6,0.8,0,0,24.3,15,4.3,2.1,0.6
53.2,d_19050101,13.1,8.8,2,0,0,0,33.6,19.1,6.2,3,0.9
63.1,d_19050201,14.6,6.2,0.8,0,0,0,22.2,9.7,1,0.1,0
81.2,d_19050301,4.9,1.5,0,0,0,0,13.9,2.6,0,0,0
79.4,d_19050401,11,3.3,0,0,0,0,9.6,0,0,0,0
53.3,d_19050501,0.2,0,0,0,0,0,46.5,15.8,0.9,0,0
29.7,d_19050601,0.2,0,0,0,0,0,70.2,48.2,16.8,5.4,0.1
57.2,d_19050701,8.6,1.3,0,0,0,0,34.2,21.5,8.6,2.3,0
29.3,d_19050801,0,0,0,0,0,0,70.7,54.5,29.3,16,7
36.5,d_19050901,2.4,0,0,0,0,0,61.2,37.8,11.3,5.6,0.3
33,d_19051001,0,0,0,0,0,0,66.9,41.9,9.6,2.2,0.5
29.9,d_19051101,0,0,0,0,0,0,70.1,43.2,8,1.2,0.3
32.9,d_19051201,0,0,0,0,0,0,67.2,35.4,4.8,1.2,0.2
16.4,d_19060101,0,0,0,0,0,0,83.6,73,34.6,11,1.5
23.6,d_19060201,0,0,0,0,0,0,76.3,57.2,12.8,2.2,0.4
49.8,d_19060301,1.4,0,0,0,0,0,48.7,20.9,1.1,0.7,0.4
70.8,d_19060401,4.7,0,0,0,0,0,24.5,10.5,0.1,0,0
56.7,d_19060501,10.6,0.3,0,0,0,0,32.7,19.2,5.6,1,0
64.4,d_19060601,0.9,0,0,0,0,0,34.8,19.3,6.2,4,1
70,d_19060701,18.1,8.2,0.3,0,0,0,11.8,6.3,2.1,0.1,0
86,d_19060801,3.2,0.6,0,0,0,0,10.7,5.8,0.3,0,0
90.1,d_19060901,0.4,0,0,0,0,0,9.5,5.1,0,0,0
83.6,d_19061001,9,0.1,0,0,0,0,7.4,3.6,0,0,0
72.1,d_19061101,3.6,0,0,0,0,0,24.2,7.3,0.6,0,0
76.4,d_19061201,3.4,0,0,0,0,0,20.2,3.9,0.5,0,0
36.3,d_19070101,0,0,0,0,0,0,63.8,21,2.9,0.7,0
68.6,d_19070201,0.2,0,0,0,0,0,31.2,10.3,1,0.3,0
75.9,d_19070301,3.4,0.3,0,0,0,0,20.7,2.2,0.4,0,0
62.9,d_19070401,0.1,0,0,0,0,0,37.1,18,1.3,0.8,0.3
64.9,d_19070501,15.5,7.2,0.9,0,0,0,19.7,8.1,1,0.6,0
45.2,d_19070601,34.3,16.4,6.5,3.4,0.4,0,20.6,12,1.4,0.6,0.1
25.3,d_19070701,43.5,27.8,12.2,6.5,1.7,0,31.2,23.2,8.6,2.8,0
24.2,d_19070801,41.4,34.7,19.9,14.5,8.3,0,34.3,21.9,1.9,0.2,0
33.1,d_19070901,30.3,15.8,6.3,2,0.5,0,36.6,21.8,4.8,1.3,0.1
33.3,d_19071001,54.5,39.7,12.8,7.4,2.1,0,12.1,3.9,0.2,0,0
31.4,d_19071101,54.3,44.2,16.7,9.2,2.9,0,14.4,4.6,0.3,0,0
33.2,d_19071201,54,46,22.8,12,4.3,0,12.8,3,0,0,0
33.4,d_19080101,52.2,41.8,18.2,12.3,6.2,0,14.3,2.3,0,0,0
32.2,d_19080201,41.5,31.9,10.5,5.4,1.8,0,26.2,13.5,0.3,0,0
41.4,d_19080301,23.3,6.4,1,0,0,0,35.3,13.7,1.5,0,0
76.5,d_19080401,9.2,2,0,0,0,0,14.3,2.7,0.6,0.2,0
66.5,d_19080501,1.7,0,0,0,0,0,31.7,13.7,1.1,0,0
58.8,d_19080601,23.6,14.8,1.8,0,0,0,17.7,3.4,0,0,0
52.3,d_19080701,4.7,0,0,0,0,0,43,17.5,0.7,0,0
69.1,d_19080801,16.6,6.5,0,0,0,0,14.4,1.3,0,0,0
83.5,d_19080901,15.6,3.8,0,0,0,0,0.8,0,0,0,0
64.8,d_19081001,35.1,10.7,0.4,0,0,0,0.1,0,0,0,0
51,d_19081101,49,21.4,1.5,0,0,0,0,0,0,0,0
48.3,d_19081201,51.8,21.8,0.6,0,0,0,0,0,0,0,0
35.9,d_19090101,64.2,40.3,10.8,0.3,0,0,0,0,0,0,0
16.8,d_19090201,83.3,67.5,27.6,5.2,0,0,0,0,0,0,0
4.1,d_19090301,95.9,84.9,44.5,3.9,0,0,0,0,0,0,0
32.2,d_19090401,67.7,57.3,22.5,6.5,0,0,0,0,0,0,0
48.1,d_19090501,51.7,31.7,0.7,0,0,0,0.2,0,0,0,0
41.4,d_19090601,49.2,30.4,7.5,1.6,0,0,9.4,3.5,0,0,0
54.4,d_19090701,37,23.2,6.8,0.6,0,0,8.6,2.8,0.2,0,0
53.8,d_19090801,33.9,20.4,5.4,0.5,0,0,12.3,5.5,0.5,0,0
56.7,d_19090901,36.2,20.9,5.4,0.1,0,0,7.1,3.2,0,0,0
43.4,d_19091001,52.3,29.2,6.7,0.3,0,0,4.3,2.5,0.1,0,0
62.1,d_19091101,29.7,14.7,0.1,0,0,0,8.2,3.8,0.7,0,0
64.2,d_19091201,17.1,5.9,0,0,0,0,18.8,7.3,1.3,0.2,0
52.4,d_19100101,36.8,17.1,0,0,0,0,10.9,4.8,0.8,0,0
58.3,d_19100201,29.8,6.3,0,0,0,0,12,5.1,0.9,0.1,0
46.6,d_19100301,43.6,28.8,0.7,0,0,0,9.8,4.7,1.4,0.3,0
68,d_19100401,22.7,11.6,2.1,0.3,0,0,9.3,0.4,0,0,0
54.5,d_19100501,45.6,12.9,0,0,0,0,0,0,0,0,0
5.5,d_19100601,94.5,81.7,62,33.5,3.5,0,0,0,0,0,0
1.7,d_19100701,98.3,90,71.1,53.7,14.4,0,0,0,0,0,0
5,d_19100801,94.4,87.5,75.4,70.6,63.4,0,0.6,0.2,0,0,0
2.6,d_19100901,97.2,95.1,87.1,75.2,56.7,0,0.2,0,0,0,0
2.8,d_19101001,97,95.9,92.7,86.7,66.7,0,0.2,0,0,0,0
2.4,d_19101101,97.3,96.1,92.8,86.1,63.8,0,0.3,0,0,0,0
3.5,d_19101201,95.7,94.2,85.9,67.3,48.5,0,0.7,0,0,0,0
2,d_19110101,97.9,96.9,94.6,91.2,64.9,0,0,0,0,0,0
3.1,d_19110201,96.2,94.7,82.9,62.5,43.5,0,0.7,0,0,0,0
5.8,d_19110301,92.6,76.1,49.2,29.7,6.3,0,1.6,0.9,0,0,0
19.3,d_19110401,78.4,57.4,42.9,36.9,21.9,0,2.3,1.3,0,0,0
30.3,d_19110501,67.1,57.2,34.7,21.3,4.8,0,2.6,1.1,0,0,0
21.2,d_19110601,77.2,60.8,32.2,22.7,9.6,0,1.7,0,0,0,0
38.8,d_19110701,56.2,34.1,6.7,0.5,0,0,5.1,1.5,0,0,0
52.2,d_19110801,38.9,19.2,0.4,0,0,0,8.9,3.6,0,0,0
68.3,d_19110901,7.8,0.8,0,0,0,0,23.8,11.2,1.5,0.1,0
30.6,d_19111001,0.4,0,0,0,0,0,69,54.8,29.3,9.9,1.9
30,d_19111101,0.3,0,0,0,0,0,69.6,55.5,24.6,8.9,1
20.1,d_19111201,0,0,0,0,0,0,79.9,69.4,41.1,18.5,3
18.5,d_19120101,0,0,0,0,0,0,81.4,71.4,51.7,32.7,7.9
17.4,d_19120201,0.1,0,0,0,0,0,82.4,66.8,32.5,14.7,0
16.5,d_19120301,0,0,0,0,0,0,83.5,68.1,29,2.5,0
14.5,d_19120401,2.5,0.2,0,0,0,0,83,66,28.4,7.1,0
11.7,d_19120501,0,0,0,0,0,0,88.3,79.2,60.2,43.6,18.3
40.2,d_19120601,5.1,0.2,0,0,0,0,54.7,27.6,1.6,0,0
34.7,d_19120701,24.4,11,0.4,0,0,0,40.8,22.3,4.3,1.5,0.1
33.6,d_19120801,10.8,2.3,0,0,0,0,55.6,43.9,19.9,7.9,1.4
36.2,d_19120901,18.3,9,0.4,0,0,0,45.5,34.1,9.6,2.9,0.2
33.7,d_19121001,18.6,9.7,1.2,0,0,0,47.6,32.9,6.5,2.4,0
34.5,d_19121101,22,13.2,3.6,1,0,0,43.5,27.4,5.2,2.1,0
32,d_19121201,12.7,4.9,0.1,0,0,0,55.3,43.1,9.4,4,0.8
31.7,d_19130101,13.3,6.1,0.7,0,0,0,55,43.2,17.3,7.5,2.8
41.4,d_19130201,21.8,12.5,6.4,3,0.6,0,37,20.3,5.3,2.7,0
22.2,d_19130301,8.3,6,1.6,0.2,0,0,69.4,59.1,38.9,29.3,12
44.6,d_19130401,8.1,3.6,0.3,0,0,0,47.2,29.1,3.1,0.2,0
40,d_19130501,17.3,7.8,2.9,1.3,0.3,0,42.5,32.4,3.8,0.1,0
53.3,d_19130601,16,8.6,3.3,1.4,0,0,30.7,12.6,0.3,0,0
19.7,d_19130701,0,0,0,0,0,0,80.2,54.4,24.8,7.2,0
23.4,d_19130801,0,0,0,0,0,0,76.5,44.6,16.6,2.2,0
49.6,d_19130901,0,0,0,0,0,0,50.3,34.5,6.2,0.1,0
34.3,d_19131001,0,0,0,0,0,0,65.8,39.3,8.7,0.1,0
44,d_19131101,0,0,0,0,0,0,55.9,34.3,6.7,0,0
73.2,d_19131201,1.3,0,0,0,0,0,25.4,8.3,0,0,0
64.4,d_19140101,0.7,0,0,0,0,0,34.9,16,0.8,0,0
88.5,d_19140201,10,1.1,0,0,0,0,1.6,0,0,0,0
94.2,d_19140301,3.3,0.5,0,0,0,0,2.4,0,0,0,0
32.5,d_19140401,67.6,29.7,0.5,0,0,0,0,0,0,0,0
72,d_19140501,27.9,9.3,0.3,0,0,0,0,0,0,0,0
51.1,d_19140601,0.7,0,0,0,0,0,48.2,27.1,5.1,0.7,0
56.9,d_19140701,11.8,2.4,0,0,0,0,31.3,15,0.7,0,0
42,d_19140801,9.9,1.6,0,0,0,0,48,28.5,4.1,0.3,0
37.4,d_19140901,0.2,0,0,0,0,0,62.4,39.4,10,2.5,0
45.6,d_19141001,0.3,0,0,0,0,0,54.2,28.8,3.1,0.4,0
56,d_19141101,0.5,0,0,0,0,0,43.5,23.5,1.7,0.1,0
62.2,d_19141201,0.7,0,0,0,0,0,37,19.2,1.2,0,0
57.2,d_19150101,1.3,0.1,0,0,0,0,41.5,19.1,0.9,0,0
33.3,d_19150201,0.2,0,0,0,0,0,66.6,40,10.2,1.8,0
76.2,d_19150301,22.6,10.4,1.2,0.1,0,0,1.2,0,0,0,0
42.8,d_19150401,57.1,27.9,8.4,1.9,0.1,0,0,0,0,0,0
51.9,d_19150501,40.8,26.5,12.7,4.1,0,0,7.2,2.7,0,0,0
45.1,d_19150601,53.2,32.5,6.7,0.3,0,0,1.7,0,0,0,0
53.5,d_19150701,41.9,17.6,0.1,0,0,0,4.5,0.8,0,0,0
63.4,d_19150801,24.1,12.9,0.4,0,0,0,12.6,3.2,0,0,0
59.1,d_19150901,7.6,2.8,0,0,0,0,33.3,20.2,1.7,0,0
70.3,d_19151001,6.7,1.4,0,0,0,0,23,6.1,0,0,0
72.9,d_19151101,1.4,0,0,0,0,0,25.8,4,0,0,0
66,d_19151201,0,0,0,0,0,0,33.9,7.1,0,0,0
10.2,d_19160101,0,0,0,0,0,0,89.8,60.8,17.3,1.1,0
30.7,d_19160201,0,0,0,0,0,0,69.3,36.7,0.4,0,0
24.5,d_19160301,0.7,0,0,0,0,0,74.9,47.7,10.6,1.2,0
20.5,d_19160401,0,0,0,0,0,0,79.4,52,13.3,2,0
4.5,d_19160501,0,0,0,0,0,0,95.5,71.4,20.3,4.7,0
15.2,d_19160601,0.1,0,0,0,0,0,84.8,69.3,51.8,37.7,3.6
30.5,d_19160701,2.1,0.3,0,0,0,0,67.5,55.4,11.9,3.1,0
58.7,d_19160801,9.1,2.3,0,0,0,0,32.3,19.3,0.1,0,0
36.8,d_19160901,1.2,0,0,0,0,0,62,36.5,4.9,0,0
43.7,d_19161001,4.6,0,0,0,0,0,51.7,25.8,5.2,0.3,0
43.4,d_19161101,4.5,0.1,0,0,0,0,52.1,28.9,5.4,0.3,0
57.2,d_19161201,3.2,0.2,0,0,0,0,39.7,17.1,1.9,0,0
64.2,d_19170101,1.8,0.1,0,0,0,0,34.1,21.1,5.3,0.1,0
56.5,d_19170201,11.2,1.4,0,0,0,0,32.3,16.2,1.8,0,0
58.5,d_19170301,31.1,12,0.4,0,0,0,10.5,5.5,0,0,0
61.3,d_19170401,6.3,0.4,0,0,0,0,32.4,16.3,6.5,2.4,0
57.9,d_19170501,13.5,7.2,2.3,0.9,0,0,28.7,15,4.7,0.2,0
43.8,d_19170601,25.8,14.6,5.4,3,0.6,0,30.2,22.8,11.6,3,0
46,d_19170701,40.7,29.5,8.9,1.8,0,0,13.3,0.8,0,0,0
52.1,d_19170801,44.5,29.5,7.9,0.9,0,0,3.4,0.1,0,0,0
52.1,d_19170901,47.2,28.7,6.2,0.4,0,0,0.8,0,0,0,0
52.1,d_19171001,41.4,17.6,0.5,0,0,0,6.5,0.1,0,0,0
38.5,d_19171101,60.7,40.5,8.3,0.3,0,0,0.8,0,0,0,0
27.6,d_19171201,72.2,56.1,27.1,8,0.1,0,0.2,0,0,0,0
30.6,d_19180101,65.5,50.9,23.9,7.6,0.3,0,4,1.3,0,0,0
37,d_19180201,58.3,33.6,3.5,0.5,0,0,4.7,1.4,0,0,0
15.5,d_19180301,84.6,51.2,14,4.6,0.1,0,0,0,0,0,0
20.8,d_19180401,79,62.3,20.2,11.9,1.5,0,0.2,0,0,0,0
64,d_19180501,12.9,4.5,0.3,0,0,0,23.2,14.7,2.2,0,0
60.9,d_19180601,26.5,19.5,6.4,0.7,0,0,12.8,6.1,0.7,0,0
36.3,d_19180701,63,40.2,14.8,7.1,0.5,0,0.8,0,0,0,0
64.7,d_19180801,26.9,10.8,2,0.4,0,0,8.5,0.3,0,0,0
56.2,d_19180901,43.1,23.1,5,2.2,0.2,0,0.6,0,0,0,0
52.3,d_19181001,46.4,27.4,8.4,2.1,0,0,1.4,0.1,0,0,0
55,d_19181101,42.3,25.4,8.2,1.3,0,0,2.6,0.9,0,0,0
60.9,d_19181201,34.9,18.6,1.8,0.1,0,0,4.2,1.9,0,0,0
58.6,d_19190101,34.1,22,6.7,0.9,0,0,7.2,3.1,0.7,0,0
21.7,d_19190201,74.5,56.4,24.8,7.4,0.1,0,3.6,2.2,0.4,0,0
42.9,d_19190301,48.9,32.3,5.8,0,0,0,8.2,4.1,1.4,0.2,0
57.7,d_19190401,23.8,12.8,1.6,0,0,0,18.4,10.1,3.2,1.6,0.2
63.2,d_19190501,34.1,10.2,0.3,0,0,0,2.6,0,0,0,0
50,d_19190601,0.2,0,0,0,0,0,49.8,29.3,4.8,0.8,0
46.5,d_19190701,0,0,0,0,0,0,53.6,42.3,19.8,4.5,0.3
53.5,d_19190801,4.9,0.5,0,0,0,0,41.6,26.6,3.7,0.1,0
70.4,d_19190901,7.8,3.9,0.4,0,0,0,21.8,10.1,0.4,0,0
41.2,d_19191001,3.3,1.6,0,0,0,0,55.4,29.1,4.8,0.4,0
33.5,d_19191101,1.4,0,0,0,0,0,65.1,32.9,5.8,0.4,0
44.9,d_19191201,1.5,0,0,0,0,0,53.6,25.5,4.2,0,0
51,d_19200101,1.6,0.3,0,0,0,0,47.3,18.3,2.4,0,0
43.7,d_19200201,0.4,0,0,0,0,0,55.8,26.6,2.7,0,0
28,d_19200301,0.7,0,0,0,0,0,71.4,38.9,1.3,0,0
50.9,d_19200401,1.3,0,0,0,0,0,47.8,25.9,1.3,0,0
42.9,d_19200501,4.9,0.3,0,0,0,0,52.2,26.9,3.7,0.2,0
6.9,d_19200601,0,0,0,0,0,0,93.1,81.2,37.2,14.1,0.7
54.5,d_19200701,5.4,2,0.2,0,0,0,40.1,27.9,3.9,0,0
70.2,d_19200801,22.1,7.3,0.8,0,0,0,7.7,0.3,0,0,0
55.5,d_19200901,43.9,22.2,2.7,0,0,0,0.5,0,0,0,0
51.2,d_19201001,48.6,23.5,0.9,0,0,0,0.3,0,0,0,0
65.8,d_19201101,31.7,12.4,0.7,0,0,0,2.6,0.6,0,0,0
56.7,d_19201201,42.6,19.4,2.7,0,0,0,0.6,0,0,0,0
52.9,d_19210101,46.7,19.1,5.8,3.2,0,0,0.3,0,0,0,0
64.5,d_19210201,34.5,12.3,5.9,2.5,0,0,1,0,0,0,0
17.7,d_19210301,82.2,63.5,21.4,4.2,0,0,0,0,0,0,0
53.8,d_19210401,35.4,11.4,2.7,0.5,0,0,10.8,0.9,0,0,0
82,d_19210501,9.9,4.1,0.2,0,0,0,8.1,1.2,0,0,0
73.6,d_19210601,11.3,6.2,1.8,0.1,0,0,15,4.9,1.4,0.3,0
71.3,d_19210701,12.4,2.8,0.2,0,0,0,16.3,4.2,0.2,0,0
71.2,d_19210801,18.5,5.9,0.9,0,0,0,10.2,1.4,0,0,0
63.1,d_19210901,16.5,6,0.9,0.1,0,0,20.5,9.2,0.5,0,0
61.6,d_19211001,16.9,7.4,0.8,0,0,0,21.6,18.2,4.4,1.4,0
58.1,d_19211101,20.6,9,0.8,0,0,0,21.4,17.9,5.3,1.9,0
53.6,d_19211201,22.6,4.9,0.4,0,0,0,23.8,20.2,9.6,2.2,0
30.9,d_19220101,49.5,30.5,0.9,0,0,0,19.6,12.9,0,0,0
60.5,d_19220201,12,0.9,0,0,0,0,27.5,19,5.1,0.1,0
47.4,d_19220301,0.6,0,0,0,0,0,52.1,39.1,18.3,9.8,0.5
47,d_19220401,0.8,0.1,0,0,0,0,52.2,44.7,32.2,22.5,12.7
30.6,d_19220501,0.8,0.2,0,0,0,0,68.7,53.1,29.7,17.2,4.2
34.9,d_19220601,0.2,0,0,0,0,0,64.9,47.4,15.9,7.3,1.7
29.4,d_19220701,0,0,0,0,0,0,70.7,52,20.9,11.5,6.1
52.7,d_19220801,1.7,0.2,0,0,0,0,45.7,26.6,12.2,8.4,4.2
