0,DATE,D0,D1,D2,D3,D4,-9,W0,W1,W2,W3,W4
55.3,d_20070301,18.4,10.1,0.7,0,0,0,26.4,12.5,1.1,0,0
48.2,d_20070401,20.9,15.2,4.6,1.1,0,0,30.8,17.7,3.5,0.9,0
48.4,d_20070501,38.4,28.3,13.7,6.7,0.3,0,13.1,5.4,0.3,0,0
38.5,d_20070601,51.1,34.6,15.8,7.4,0.2,0,10.3,3.7,0,0,0
35.5,d_20070701,61.7,42.2,16.6,7.1,0.6,0,2.7,0.6,0,0,0
22.8,d_20070801,41.1,32.3,17.3,7.4,0.3,0,36.2,31.5,25.6,21.1,12.4
23.8,d_20070901,43.9,31.9,15.7,9.5,2.7,0,32.4,28.5,17.5,9.6,5
45.7,d_20071001,12.8,5.2,0.2,0,0,0,41.5,33.8,21.1,12,7.1
43.3,d_20071101,23.6,12.6,1.8,0.4,0.1,0,32.9,24.8,9.9,7.3,4.4
45.5,d_20071201,18.1,10,1.5,0.4,0.1,0,36.4,28.9,16.1,9.9,6.1
48.2,d_20080101,11.5,4,0.2,0,0,0,40.2,32.1,16.9,9.6,6
46.8,d_20080201,5.1,1.5,0,0,0,0,48.2,38.6,28.2,23.9,15
37.2,d_20080301,5.6,0.3,0,0,0,0,57.2,43.5,30.2,25.6,19
17.2,d_20080401,0,0,0,0,0,0,82.7,75.7,55.9,41.5,31.6
19.1,d_20080501,0,0,0,0,0,0,80.9,57.6,30.4,12.4,2.4
8.8,d_20080601,0,0,0,0,0,0,91.2,76.4,46.1,36.5,32
36.6,d_20080701,15.2,2,0,0,0,0,48.3,44,37.2,34.7,30.8
34.1,d_20080801,20.4,7.1,0,0,0,0,45.6,41.9,36.5,33.8,27.1
22.8,d_20080901,41,24.3,5.2,1.1,0,0,36.3,34.3,28.6,21.1,10.5
28.4,d_20081001,37.6,23.5,7.3,1,0,0,34,31.6,22,14.1,2.2
25.3,d_20081101,43.4,27.7,12.9,2.8,0,0,31.3,24.8,10.9,3,0
39.3,d_20081201,24.3,15,0.7,0,0,0,36.4,33.1,20.8,11.4,1
19.3,d_20090101,55,40.2,16,4.8,0.2,0,25.7,19.2,3,0.1,0
15.6,d_20090201,55.4,41.5,19.3,9.7,1.5,0,29.1,23.4,12.6,4.2,0
25.2,d_20090301,64.1,50.1,21.4,10.8,3.1,0,10.6,6.1,0.7,0.1,0
18.9,d_20090401,68.7,56.1,24.9,6.2,1.3,0,12.4,8.3,1.2,0,0
38,d_20090501,47,32.5,11.6,7.4,0.6,0,15.1,12.7,6.5,1.9,0.1
33,d_20090601,47.2,36.7,21.5,12.3,2.5,0,19.7,14.6,11.4,6.3,0.6
21.7,d_20090701,60.8,50.8,35.4,25.8,17.2,0,17.7,15.6,7.7,0.9,0
40.1,d_20090801,38.6,30.8,17.4,9.2,1.8,0,21.4,16.6,11.5,7.3,1.9
9,d_20090901,79.1,67.4,44,34.7,17.9,0,11.9,5.8,0.1,0,0
43.8,d_20091001,39,28,8.2,1.4,0,0,17.3,14.6,6.2,1.1,0
38.2,d_20091101,46.7,37.7,15.1,5.7,0,0,15.1,12.3,2.7,0,0
44,d_20091201,42.3,26,7.9,0.8,0,0,13.7,9.6,0.3,0,0
43.8,d_20100101,47.6,35.5,8,1.8,0,0,8.6,4.4,0.3,0,0
41.2,d_20100201,48.2,32.9,11.8,2.4,0,0,10.5,5.3,1.6,0.1,0
46.1,d_20100301,48.2,30.7,5.6,0,0,0,5.8,2.9,1.2,0.2,0
56,d_20100401,31.8,20.4,5.6,1.5,0,0,12,5.3,1.1,0,0
32.3,d_20100501,57.5,43.5,23.8,18.7,7.4,0,10.2,2.7,0,0,0
32.4,d_20100601,2.1,1.1,0.1,0,0,0,65.6,48.8,28.2,20.7,6.8
40.7,d_20100701,1.4,0.5,0,0,0,0,57.9,48.4,39,31.4,19.5
11.2,d_20100801,0.7,0.2,0,0,0,0,88.1,74.8,48,35.3,24.5
2.1,d_20100901,0,0,0,0,0,0,97.9,93.3,69.9,49.9,22.9
2.2,d_20101001,0,0,0,0,0,0,97.8,94.1,69.2,43.9,9.9
2.2,d_20101101,0,0,0,0,0,0,97.7,93.8,70.6,46.3,10.2
0.4,d_20101201,0,0,0,0,0,0,99.5,96,84.9,63,29
1.8,d_20110101,0,0,0,0,0,0,98.2,95.3,84.7,71.2,38.2
1.1,d_20110201,0,0,0,0,0,0,99,96.5,87.4,80.3,56.3
6.4,d_20110301,0,0,0,0,0,0,93.6,86.4,71.1,57.2,34.6
15.9,d_20110401,0,0,0,0,0,0,84.1,75.5,51.4,33.2,16.3
25.4,d_20110501,0.1,0,0,0,0,0,74.6,65.4,30.2,15.4,5.5
64.2,d_20110601,1.2,0,0,0,0,0,34.6,15.7,2.5,0.4,0
44.3,d_20110701,3.6,1,0,0,0,0,52.1,38,16.3,6.9,1
43,d_20110801,6.5,3.4,0.8,0.1,0,0,50.4,30,4.2,1.2,0
64.1,d_20110901,12.3,3,0.4,0,0,0,23.6,12.9,2.6,0.7,0
65.8,d_20111001,16.8,4.2,0.5,0,0,0,17.5,6.7,0.9,0,0
63.1,d_20111101,18.7,4.1,0.3,0,0,0,18.2,8.4,2.3,0.7,0
65.6,d_20111201,21.2,4.1,0.1,0,0,0,13.2,5.6,1,0,0
62.8,d_20120101,34.1,12.6,0.9,0.1,0,0,3.1,0.6,0,0,0
68.7,d_20120201,23.5,10.4,2.8,0.6,0.1,0,7.8,2.1,0.1,0,0
63.4,d_20120301,28.6,11.3,2.5,1.2,0.3,0,8.2,1.7,0.5,0.1,0
58,d_20120401,41.4,25.4,12.1,5.6,0.2,0,0.6,0,0,0,0
64,d_20120501,15.4,6.6,0.3,0.1,0,0,20.6,10.2,1.8,0.1,0
57.2,d_20120601,17.7,5.8,1.1,0.4,0.1,0,25,13,1.9,1.3,0.6
51.7,d_20120701,17,7.3,0.1,0,0,0,31.2,19.1,5,2.3,0.6
47.3,d_20120801,36.4,20.6,5,1.9,0,0,16.4,7.3,2.1,0.9,0.2
29.1,d_20120901,66.7,54.9,22.3,11.2,3.2,0,4.1,1.6,0.4,0,0
49.8,d_20121001,43.2,23.3,5.8,2.1,0,0,7.1,4,0.8,0,0
38.9,d_20121101,56.4,37,9.8,3.7,0.3,0,4.6,2.6,0.3,0,0
43.9,d_20121201,51.7,29.8,6.7,2.4,0.3,0,4.5,2.4,0.2,0,0
49.6,d_20130101,44.1,24.1,3.1,0.7,0,0,6.2,3.4,0.3,0,0
34.8,d_20130201,60.7,40.1,8.7,1.9,0,0,4.5,2.1,0,0,0
45.6,d_20130301,44,31.2,14.9,6.4,1,0,10.4,3.6,0.7,0,0
40.9,d_20130401,18.4,9.4,2.6,0.2,0,0,40.8,20.5,1.4,0,0
21.9,d_20130501,2.4,0.8,0,0,0,0,75.6,63.9,37.4,16.6,3.2
2.3,d_20130601,0,0,0,0,0,0,97.7,91.5,79,68.2,52.4
14.1,d_20130701,0,0,0,0,0,0,85.9,75.3,47.9,36.5,21.9
14.6,d_20130801,0,0,0,0,0,0,85.4,74.4,45.7,28.2,15.6
32.7,d_20130901,2.9,0.5,0,0,0,0,64.5,44,18.7,11.1,5
23.4,d_20131001,1.4,0.7,0,0,0,0,75.2,48.3,16.9,8.5,2.9
27,d_20131101,1.2,0.4,0,0,0,0,72,46.4,15.3,7,2.6
27,d_20131201,0.9,0.2,0,0,0,0,72.1,45.8,13.9,7,3.4
53.6,d_20140101,2.5,0.6,0,0,0,0,43.9,19.9,5.2,3.3,1.7
53.3,d_20140201,19.2,5.9,0,0,0,0,27.5,14.9,4,1.6,0
33.4,d_20140301,56.6,49.6,16.7,4.3,0,0,10,4.5,0.6,0.1,0
52,d_20140401,8.6,4,0,0,0,0,39.3,23.7,8.1,2.4,0
39.9,d_20140501,2,0,0,0,0,0,58.2,41.5,17.3,7.9,1.8
2.5,d_20140601,0,0,0,0,0,0,97.5,89.4,68,55.9,36.9
18.1,d_20140701,0.4,0.1,0,0,0,0,81.5,68.3,37.1,17,3.9
11.2,d_20140801,1.5,0.3,0,0,0,0,87.4,72.5,46,32.7,10.6
20.7,d_20140901,0,0,0,0,0,0,79.4,65.1,38.3,19,5.9
10,d_20141001,0,0,0,0,0,0,90,72.3,39.6,15.6,2.3
13.3,d_20141101,0,0,0,0,0,0,86.7,69.6,37.3,15.2,1.6
9.5,d_20141201,0,0,0,0,0,0,90.6,76.2,47.6,21.7,3.4
31.3,d_20150101,2.3,0.7,0,0,0,0,66.3,48.9,13.5,3.2,0.1
36.8,d_20150201,2.1,0.5,0,0,0,0,61.3,35.6,5.4,1.3,0.1
46.9,d_20150301,36,27.9,9.1,2,0,0,17.1,5.7,0,0,0
44.2,d_20150401,21.1,9,0.2,0,0,0,34.8,20.3,2.5,0.1,0
54.1,d_20150501,20.5,10.2,0,0,0,0,25.4,14.4,4.8,0.6,0
61.2,d_20150601,13.4,4,0.2,0,0,0,25.4,8.6,0,0,0
58,d_20150701,33.3,16.1,0.9,0,0,0,8.7,1,0,0,0
63.2,d_20150801,25.8,7.2,1,0.2,0,0,11,4.4,0,0,0
62.4,d_20150901,21.5,8.3,0.9,0.2,0.1,0,16.2,7.9,0.5,0,0
67,d_20151001,8.3,1.7,0,0,0,0,24.8,10.2,2.2,0,0
44.5,d_20151101,0.4,0,0,0,0,0,55.1,27.9,8.9,3.1,0
3.6,d_20151201,0,0,0,0,0,0,96.3,86.3,54,21.1,4.6
2.7,d_20160101,0,0,0,0,0,0,97.3,84.1,45.7,18.4,6.2
6.7,d_20160201,0,0,0,0,0,0,93.2,70,29,12.4,4.6
0.7,d_20160301,0,0,0,0,0,0,99.2,95,61.2,38.8,15.9
0,d_20160401,0,0,0,0,0,0,100,99.4,72.2,47.7,22.3
0,d_20160501,0,0,0,0,0,0,99.9,99.2,67.1,41.6,10.6
0.1,d_20160601,0,0,0,0,0,0,99.9,95.9,79,60,29.1
0,d_20160701,0,0,0,0,0,0,100,98.6,87.2,73.2,44.8
1.3,d_20160801,0,0,0,0,0,0,98.8,94.6,80.4,63.5,36.9
7.5,d_20160901,0,0,0,0,0,0,92.5,84.9,56.5,35.8,21.6
3.7,d_20161001,0,0,0,0,0,0,96.3,89.2,56.8,38.3,22.1
3,d_20161101,0,0,0,0,0,0,97,90.8,56.9,38.2,20.7
8.8,d_20161201,0,0,0,0,0,0,91.1,73,38.8,26.2,8.5
4.3,d_20170101,0,0,0,0,0,0,95.8,87.1,55.6,36.6,20.9
0.7,d_20170201,0,0,0,0,0,0,99.3,95,72.9,50.5,27.7
4.5,d_20170301,0,0,0,0,0,0,95.5,88.6,58.3,38.1,24.3
3.8,d_20170401,0,0,0,0,0,0,96.1,88.1,69.2,55.4,39.3
0,d_20170501,0,0,0,0,0,0,100,99,84.7,67.2,39.7
1.1,d_20170601,0,0,0,0,0,0,98.9,94.9,84.7,72.2,48.1
3.6,d_20170701,0,0,0,0,0,0,96.5,89.6,76.2,68.7,51.2
0.5,d_20170801,0,0,0,0,0,0,99.5,97.3,83,69.6,46.8
5.7,d_20170901,0,0,0,0,0,0,94.3,81.7,43.6,22.3,5.5
2.3,d_20171001,0,0,0,0,0,0,97.5,91.1,47.6,24.5,6.3
7.8,d_20171101,0,0,0,0,0,0,92.2,71.8,28.9,12.7,1.1
13.2,d_20171201,0,0,0,0,0,0,86.9,59.7,20.5,10,4
38.7,d_20180101,0,0,0,0,0,0,61.2,37.8,9.5,3,0
47.6,d_20180201,0.8,0,0,0,0,0,51.6,28,4.1,0.2,0
68.8,d_20180301,20.3,3.7,0,0,0,0,11,4.2,0,0,0
44.9,d_20180401,40.2,22.3,4.9,1.8,0.1,0,15,6.6,0,0,0
63.9,d_20180501,25.9,13.5,3.4,2.1,0.6,0,10.4,4.2,0.5,0.1,0
32.8,d_20180601,5.1,2.9,0.6,0,0,0,62.1,48.5,20.6,8.8,1.4
48.1,d_20180701,24,16.1,7.6,3.9,1.1,0,27.9,15.4,1.7,0.5,0
29,d_20180801,13.5,8.8,3.2,0.9,0.1,0,57.4,46.9,30.8,23.1,15
29.9,d_20180901,7.5,3.7,0.6,0.2,0,0,62.6,51.5,38.1,34,27.2
17.6,d_20181001,0.8,0.2,0,0,0,0,81.6,71.6,49.6,38.8,33.2
20,d_20181101,0.7,0.2,0,0,0,0,79.3,69.6,47.9,37.2,29.7
17.1,d_20181201,0.2,0,0,0,0,0,82.7,74.6,54.5,42.6,33.7
13.6,d_20190101,0.1,0,0,0,0,0,86.2,75.3,55.7,44.6,34.6
0.4,d_20190201,0,0,0,0,0,0,99.5,97.1,80.4,64.8,46.5
1.8,d_20190301,0,0,0,0,0,0,98.2,95,67.8,47,31.1
0,d_20190401,0,0,0,0,0,0,100.1,99.3,94.7,86.9,60.4
0,d_20190501,0,0,0,0,0,0,100,100,97.2,91.8,75.5
0,d_20190601,0,0,0,0,0,0,100.1,99.1,90.6,77.5,51.4
3.5,d_20190701,0,0,0,0,0,0,96.5,91,68.7,53,29.4
7.6,d_20190801,0.3,0,0,0,0,0,92.1,86.9,68.4,43.7,22.5
2.6,d_20190901,0,0,0,0,0,0,97.4,95,83.6,70,42.5
1.4,d_20191001,0,0,0,0,0,0,98.7,97,91.3,84.4,60.6
3.5,d_20191101,0,0,0,0,0,0,96.5,92.6,77.5,64.4,36.9
0.1,d_20191201,0,0,0,0,0,0,99.9,97.9,90.9,80.4,53.6
0.1,d_20200101,0,0,0,0,0,0,99.9,96.8,88,76.6,46.5
2.5,d_20200201,0,0,0,0,0,0,97.5,91.3,71.2,56.1,27.6
0.1,d_20200301,0,0,0,0,0,0,99.9,99.1,87.6,74.3,50.1
0.1,d_20200401,0,0,0,0,0,0,99.9,98.2,82.3,59.6,27.6
0.4,d_20200501,0,0,0,0,0,0,99.6,97.7,87.8,71.8,35.7
6.8,d_20200601,0.3,0,0,0,0,0,93,85,61.7,42.9,19.2
4.8,d_20200701,0,0,0,0,0,0,95.2,82.2,40.6,30.3,21.7
15.5,d_20200801,0,0,0,0,0,0,84.6,65.1,34.5,24,15.5
41.2,d_20200901,3.3,1.1,0.1,0,0,0,55.4,40.1,19.1,10.8,0.9
42.4,d_20201001,2.8,1.1,0.1,0,0,0,54.8,41.4,23.2,11.9,2.9
39,d_20201101,2.6,1.3,0.1,0,0,0,58.4,43.8,25.9,15.1,4
52.7,d_20201201,5.5,2.1,0.1,0,0,0,41.9,30,8.1,2.9,0
47.7,d_20210101,6.7,2.9,0.9,0.1,0,0,45.5,33.5,9,3.5,0
54.5,d_20210201,7.6,2.7,0.6,0,0,0,37.9,25,6.5,2.2,0.1
57.7,d_20210301,18,10,3,0.3,0,0,24.2,10,1.7,0.7,0
55.9,d_20210401,37.2,19.2,7.6,4.4,0.8,0,7,2.9,0.1,0,0
53.8,d_20210501,41.9,19.6,4.1,0,0,0,4.3,0.3,0,0,0
50.5,d_20210601,40.4,18.1,2.7,0.6,0,0,9.1,1.3,0,0,0
36.4,d_20210701,46.7,34.1,12.4,3.7,0.9,0,16.9,10.4,1.9,0.9,0.1
30.4,d_20210801,35.7,25.8,7.6,1,0.4,0,33.9,28.7,18.4,13,4.7
33.3,d_20210901,39.2,29.3,11,4.9,1.8,0,27.6,20.4,7.1,2.4,0
37.7,d_20211001,38.2,25.5,5.6,1.4,0.1,0,23.9,15.9,4.1,0.3,0
36.4,d_20211101,43.3,27.8,10.4,4.9,0.8,0,20.4,12.5,1.2,0,0
35.1,d_20211201,39.5,25.9,7.8,1.2,0,0,25.2,15.5,2.3,0.3,0
30.5,d_20220101,45.1,35,9.3,2.1,0,0,24.3,16,3,0,0
30.1,d_20220201,46.4,34.7,5.6,0.4,0,0,23.5,15.5,2,0.2,0
51.4,d_20220301,18.4,6.6,0.1,0,0,0,30.2,20.3,3.8,1.6,0.1
